"order_id","customer_id","sector_id","planned_delivery_duration","order_id-2","product_id","quantity","product_id-2","weight","segment_id","driver_id","segment_type","order_id-3","segment_start_time","segment_end_time"
355,316,2,175,355,88,2,88,1223,15,4,"STOP",355,"2024-02-18 21:18:21","2024-02-18 21:22:54"
355,316,2,175,355,99,2,99,1557,15,4,"STOP",355,"2024-02-18 21:18:21","2024-02-18 21:22:54"
355,316,2,175,355,9,3,9,237,15,4,"STOP",355,"2024-02-18 21:18:21","2024-02-18 21:22:54"
355,316,2,175,355,58,2,58,1220,15,4,"STOP",355,"2024-02-18 21:18:21","2024-02-18 21:22:54"
1469,122,3,169,1469,14,2,14,189,17,2,"STOP",1469,"2024-02-02 07:06:35","2024-02-02 07:06:35"
1469,122,3,169,1469,8,1,8,1497,17,2,"STOP",1469,"2024-02-02 07:06:35","2024-02-02 07:06:35"
1461,211,3,169,1461,65,3,65,1830,19,2,"STOP",1461,"2024-02-02 21:06:43","2024-02-02 21:08:58"
1461,211,3,169,1461,40,1,40,641,19,2,"STOP",1461,"2024-02-02 21:06:43","2024-02-02 21:08:58"
1461,211,3,169,1461,32,1,32,1754,19,2,"STOP",1461,"2024-02-02 21:06:43","2024-02-02 21:08:58"
1461,211,3,169,1461,58,2,58,1220,19,2,"STOP",1461,"2024-02-02 21:06:43","2024-02-02 21:08:58"
1461,211,3,169,1461,66,2,66,703,19,2,"STOP",1461,"2024-02-02 21:06:43","2024-02-02 21:08:58"
2222,152,3,177,2222,64,2,64,1956,21,1,"STOP",2222,"2024-02-21 15:27:26","2024-02-21 15:27:26"
2222,152,3,177,2222,52,3,52,1306,21,1,"STOP",2222,"2024-02-21 15:27:26","2024-02-21 15:27:26"
2222,152,3,177,2222,69,1,69,1020,21,1,"STOP",2222,"2024-02-21 15:27:26","2024-02-21 15:27:26"
2222,152,3,177,2222,97,3,97,761,21,1,"STOP",2222,"2024-02-21 15:27:26","2024-02-21 15:27:26"
2222,152,3,177,2222,82,2,82,1776,21,1,"STOP",2222,"2024-02-21 15:27:26","2024-02-21 15:27:26"
1427,266,3,177,1427,84,3,84,1675,23,3,"STOP",1427,"2024-02-22 18:24:15","2024-02-22 18:26:35"
1427,266,3,177,1427,21,1,21,259,23,3,"STOP",1427,"2024-02-22 18:24:15","2024-02-22 18:26:35"
1174,111,2,169,1174,14,3,14,189,25,2,"STOP",1174,"2024-02-02 14:20:59","2024-02-02 14:23:30"
1174,111,2,169,1174,69,3,69,1020,25,2,"STOP",1174,"2024-02-02 14:20:59","2024-02-02 14:23:30"
1174,111,2,169,1174,82,2,82,1776,25,2,"STOP",1174,"2024-02-02 14:20:59","2024-02-02 14:23:30"
1174,111,2,169,1174,42,2,42,1976,25,2,"STOP",1174,"2024-02-02 14:20:59","2024-02-02 14:23:30"
265,251,3,180,265,79,2,79,1599,27,2,"STOP",265,"2024-02-07 08:22:27","2024-02-07 08:24:40"
265,251,3,180,265,52,1,52,1306,27,2,"STOP",265,"2024-02-07 08:22:27","2024-02-07 08:24:40"
265,251,3,180,265,15,3,15,764,27,2,"STOP",265,"2024-02-07 08:22:27","2024-02-07 08:24:40"
1817,116,3,176,1817,28,2,28,1789,30,4,"STOP",1817,"2024-02-12 19:09:29","2024-02-12 19:14:12"
1817,116,3,176,1817,20,3,20,1974,30,4,"STOP",1817,"2024-02-12 19:09:29","2024-02-12 19:14:12"
1817,116,3,176,1817,38,2,38,653,30,4,"STOP",1817,"2024-02-12 19:09:29","2024-02-12 19:14:12"
1817,116,3,176,1817,90,1,90,1654,30,4,"STOP",1817,"2024-02-12 19:09:29","2024-02-12 19:14:12"
1817,116,3,176,1817,42,2,42,1976,30,4,"STOP",1817,"2024-02-12 19:09:29","2024-02-12 19:14:12"
809,270,2,178,809,55,3,55,1734,32,4,"STOP",809,"2024-02-26 09:28:53","2024-02-26 09:35:16"
809,270,2,178,809,22,1,22,407,32,4,"STOP",809,"2024-02-26 09:28:53","2024-02-26 09:35:16"
809,270,2,178,809,61,3,61,943,32,4,"STOP",809,"2024-02-26 09:28:53","2024-02-26 09:35:16"
809,270,2,178,809,86,3,86,670,32,4,"STOP",809,"2024-02-26 09:28:53","2024-02-26 09:35:16"
2120,291,2,179,2120,32,1,32,1754,34,1,"STOP",2120,"2024-02-28 09:43:53","2024-02-28 09:44:25"
351,176,2,175,351,94,3,94,1168,36,1,"STOP",351,"2024-02-13 03:05:59","2024-02-13 03:07:40"
351,176,2,175,351,52,3,52,1306,36,1,"STOP",351,"2024-02-13 03:05:59","2024-02-13 03:07:40"
351,176,2,175,351,49,2,49,728,36,1,"STOP",351,"2024-02-13 03:05:59","2024-02-13 03:07:40"
351,176,2,175,351,59,3,59,1779,36,1,"STOP",351,"2024-02-13 03:05:59","2024-02-13 03:07:40"
351,176,2,175,351,16,2,16,750,36,1,"STOP",351,"2024-02-13 03:05:59","2024-02-13 03:07:40"
1325,237,1,200,1325,88,2,88,1223,38,4,"STOP",1325,"2024-02-01 02:50:54","2024-02-01 03:00:10"
1325,237,1,200,1325,79,3,79,1599,38,4,"STOP",1325,"2024-02-01 02:50:54","2024-02-01 03:00:10"
1325,237,1,200,1325,68,2,68,1895,38,4,"STOP",1325,"2024-02-01 02:50:54","2024-02-01 03:00:10"
1325,237,1,200,1325,53,1,53,396,38,4,"STOP",1325,"2024-02-01 02:50:54","2024-02-01 03:00:10"
1325,237,1,200,1325,23,1,23,546,38,4,"STOP",1325,"2024-02-01 02:50:54","2024-02-01 03:00:10"
2129,68,1,177,2129,64,1,64,1956,40,1,"STOP",2129,"2024-02-23 20:35:49","2024-02-23 20:36:38"
1359,30,1,179,1359,67,2,67,628,42,4,"STOP",1359,"2024-02-28 06:45:54","2024-02-28 06:53:52"
1359,30,1,179,1359,69,1,69,1020,42,4,"STOP",1359,"2024-02-28 06:45:54","2024-02-28 06:53:52"
1359,30,1,179,1359,53,1,53,396,42,4,"STOP",1359,"2024-02-28 06:45:54","2024-02-28 06:53:52"
1359,30,1,179,1359,58,1,58,1220,42,4,"STOP",1359,"2024-02-28 06:45:54","2024-02-28 06:53:52"
1359,30,1,179,1359,98,3,98,1184,42,4,"STOP",1359,"2024-02-28 06:45:54","2024-02-28 06:53:52"
467,284,3,176,467,10,3,10,860,44,1,"STOP",467,"2024-02-17 18:45:32","2024-02-17 18:46:31"
467,284,3,176,467,86,2,86,670,44,1,"STOP",467,"2024-02-17 18:45:32","2024-02-17 18:46:31"
467,284,3,176,467,29,2,29,906,44,1,"STOP",467,"2024-02-17 18:45:32","2024-02-17 18:46:31"
467,284,3,176,467,16,1,16,750,44,1,"STOP",467,"2024-02-17 18:45:32","2024-02-17 18:46:31"
1047,10,3,175,1047,57,3,57,1753,46,2,"STOP",1047,"2024-02-10 15:50:53","2024-02-10 15:52:41"
1047,10,3,175,1047,8,3,8,1497,46,2,"STOP",1047,"2024-02-10 15:50:53","2024-02-10 15:52:41"
1145,91,2,177,1145,55,1,55,1734,48,2,"STOP",1145,"2024-02-08 19:30:45","2024-02-08 19:32:18"
1145,91,2,177,1145,85,2,85,1493,48,2,"STOP",1145,"2024-02-08 19:30:45","2024-02-08 19:32:18"
1145,91,2,177,1145,59,2,59,1779,48,2,"STOP",1145,"2024-02-08 19:30:45","2024-02-08 19:32:18"
2186,203,2,179,2186,2,3,2,833,50,2,"STOP",2186,"2024-02-28 08:30:20","2024-02-28 08:33:33"
2186,203,2,179,2186,83,3,83,851,50,2,"STOP",2186,"2024-02-28 08:30:20","2024-02-28 08:33:33"
2186,203,2,179,2186,9,1,9,237,50,2,"STOP",2186,"2024-02-28 08:30:20","2024-02-28 08:33:33"
2186,203,2,179,2186,26,3,26,1872,50,2,"STOP",2186,"2024-02-28 08:30:20","2024-02-28 08:33:33"
2186,203,2,179,2186,46,2,46,344,50,2,"STOP",2186,"2024-02-28 08:30:20","2024-02-28 08:33:33"
556,197,3,177,556,87,3,87,982,52,1,"STOP",556,"2024-02-21 08:38:17","2024-02-21 08:39:29"
556,197,3,177,556,14,2,14,189,52,1,"STOP",556,"2024-02-21 08:38:17","2024-02-21 08:39:29"
556,197,3,177,556,48,1,48,256,52,1,"STOP",556,"2024-02-21 08:38:17","2024-02-21 08:39:29"
556,197,3,177,556,38,2,38,653,52,1,"STOP",556,"2024-02-21 08:38:17","2024-02-21 08:39:29"
556,197,3,177,556,76,1,76,1273,52,1,"STOP",556,"2024-02-21 08:38:17","2024-02-21 08:39:29"
304,64,2,176,304,22,2,22,407,54,3,"STOP",304,"2024-02-19 06:17:56","2024-02-19 06:21:56"
304,64,2,176,304,33,2,33,1526,54,3,"STOP",304,"2024-02-19 06:17:56","2024-02-19 06:21:56"
304,64,2,176,304,29,1,29,906,54,3,"STOP",304,"2024-02-19 06:17:56","2024-02-19 06:21:56"
304,64,2,176,304,66,2,66,703,54,3,"STOP",304,"2024-02-19 06:17:56","2024-02-19 06:21:56"
304,64,2,176,304,80,1,80,414,54,3,"STOP",304,"2024-02-19 06:17:56","2024-02-19 06:21:56"
414,6,2,175,414,56,3,56,318,57,4,"STOP",414,"2024-02-18 08:09:13","2024-02-18 08:14:03"
414,6,2,175,414,11,3,11,338,57,4,"STOP",414,"2024-02-18 08:09:13","2024-02-18 08:14:03"
414,6,2,175,414,40,1,40,641,57,4,"STOP",414,"2024-02-18 08:09:13","2024-02-18 08:14:03"
414,6,2,175,414,91,1,91,1428,57,4,"STOP",414,"2024-02-18 08:09:13","2024-02-18 08:14:03"
1999,287,2,178,1999,25,3,25,1963,59,4,"STOP",1999,"2024-02-25 17:12:54","2024-02-25 17:12:54"
1999,287,2,178,1999,16,1,16,750,59,4,"STOP",1999,"2024-02-25 17:12:54","2024-02-25 17:12:54"
1210,138,1,177,1210,19,1,19,627,61,2,"STOP",1210,"2024-02-22 17:42:52","2024-02-22 17:46:05"
1210,138,1,177,1210,95,2,95,1491,61,2,"STOP",1210,"2024-02-22 17:42:52","2024-02-22 17:46:05"
1210,138,1,177,1210,11,1,11,338,61,2,"STOP",1210,"2024-02-22 17:42:52","2024-02-22 17:46:05"
1210,138,1,177,1210,18,2,18,1997,61,2,"STOP",1210,"2024-02-22 17:42:52","2024-02-22 17:46:05"
1210,138,1,177,1210,89,2,89,1478,61,2,"STOP",1210,"2024-02-22 17:42:52","2024-02-22 17:46:05"
1962,251,2,178,1962,13,2,13,486,63,1,"STOP",1962,"2024-02-25 02:09:09","2024-02-25 02:10:07"
1962,251,2,178,1962,41,1,41,1990,63,1,"STOP",1962,"2024-02-25 02:09:09","2024-02-25 02:10:07"
1962,251,2,178,1962,80,1,80,414,63,1,"STOP",1962,"2024-02-25 02:09:09","2024-02-25 02:10:07"
27,141,2,200,27,57,3,57,1753,65,1,"STOP",27,"2024-02-01 20:47:52","2024-02-01 20:48:59"
27,141,2,200,27,92,2,92,245,65,1,"STOP",27,"2024-02-01 20:47:52","2024-02-01 20:48:59"
27,141,2,200,27,23,3,23,546,65,1,"STOP",27,"2024-02-01 20:47:52","2024-02-01 20:48:59"
231,152,3,170,231,0,2,0,928,67,3,"STOP",231,"2024-02-03 17:27:10","2024-02-03 17:30:39"
231,152,3,170,231,59,1,59,1779,67,3,"STOP",231,"2024-02-03 17:27:10","2024-02-03 17:30:39"
231,152,3,170,231,58,3,58,1220,67,3,"STOP",231,"2024-02-03 17:27:10","2024-02-03 17:30:39"
231,152,3,170,231,29,3,29,906,67,3,"STOP",231,"2024-02-03 17:27:10","2024-02-03 17:30:39"
2185,23,1,170,2185,83,3,83,851,69,2,"STOP",2185,"2024-02-03 03:53:28","2024-02-03 03:58:08"
2185,23,1,170,2185,94,1,94,1168,69,2,"STOP",2185,"2024-02-03 03:53:28","2024-02-03 03:58:08"
2185,23,1,170,2185,38,3,38,653,69,2,"STOP",2185,"2024-02-03 03:53:28","2024-02-03 03:58:08"
2185,23,1,170,2185,91,3,91,1428,69,2,"STOP",2185,"2024-02-03 03:53:28","2024-02-03 03:58:08"
48,308,3,176,48,7,3,7,1949,71,1,"STOP",48,"2024-02-11 07:59:17","2024-02-11 07:59:17"
1732,273,2,179,1732,87,3,87,982,74,3,"STOP",1732,"2024-02-28 15:46:33","2024-02-28 15:49:45"
1732,273,2,179,1732,19,3,19,627,74,3,"STOP",1732,"2024-02-28 15:46:33","2024-02-28 15:49:45"
1732,273,2,179,1732,80,2,80,414,74,3,"STOP",1732,"2024-02-28 15:46:33","2024-02-28 15:49:45"
1577,12,1,175,1577,29,1,29,906,76,2,"STOP",1577,"2024-02-13 17:43:33","2024-02-13 17:45:22"
2161,287,2,178,2161,5,1,5,1993,78,3,"STOP",2161,"2024-02-20 19:10:13","2024-02-20 19:12:27"
2161,287,2,178,2161,49,1,49,728,78,3,"STOP",2161,"2024-02-20 19:10:13","2024-02-20 19:12:27"
2161,287,2,178,2161,76,2,76,1273,78,3,"STOP",2161,"2024-02-20 19:10:13","2024-02-20 19:12:27"
2161,287,2,178,2161,37,1,37,1218,78,3,"STOP",2161,"2024-02-20 19:10:13","2024-02-20 19:12:27"
152,278,1,200,152,14,1,14,189,80,1,"STOP",152,"2024-02-01 20:41:21","2024-02-01 20:43:22"
152,278,1,200,152,2,2,2,833,80,1,"STOP",152,"2024-02-01 20:41:21","2024-02-01 20:43:22"
152,278,1,200,152,28,1,28,1789,80,1,"STOP",152,"2024-02-01 20:41:21","2024-02-01 20:43:22"
152,278,1,200,152,25,3,25,1963,80,1,"STOP",152,"2024-02-01 20:41:21","2024-02-01 20:43:22"
152,278,1,200,152,42,3,42,1976,80,1,"STOP",152,"2024-02-01 20:41:21","2024-02-01 20:43:22"
328,222,1,177,328,81,2,81,1873,83,3,"STOP",328,"2024-02-08 15:22:08","2024-02-08 15:26:21"
328,222,1,177,328,94,1,94,1168,83,3,"STOP",328,"2024-02-08 15:22:08","2024-02-08 15:26:21"
328,222,1,177,328,68,1,68,1895,83,3,"STOP",328,"2024-02-08 15:22:08","2024-02-08 15:26:21"
328,222,1,177,328,95,1,95,1491,83,3,"STOP",328,"2024-02-08 15:22:08","2024-02-08 15:26:21"
328,222,1,177,328,89,1,89,1478,83,3,"STOP",328,"2024-02-08 15:22:08","2024-02-08 15:26:21"
66,239,1,179,66,77,1,77,968,86,4,"STOP",66,"2024-02-28 21:22:51","2024-02-28 21:27:47"
66,239,1,179,66,3,1,3,1120,86,4,"STOP",66,"2024-02-28 21:22:51","2024-02-28 21:27:47"
66,239,1,179,66,41,2,41,1990,86,4,"STOP",66,"2024-02-28 21:22:51","2024-02-28 21:27:47"
66,239,1,179,66,15,1,15,764,86,4,"STOP",66,"2024-02-28 21:22:51","2024-02-28 21:27:47"
1591,297,1,177,1591,75,2,75,397,88,2,"STOP",1591,"2024-02-24 02:08:01","2024-02-24 02:11:02"
1591,297,1,177,1591,54,3,54,140,88,2,"STOP",1591,"2024-02-24 02:08:01","2024-02-24 02:11:02"
235,37,2,178,235,87,3,87,982,91,4,"STOP",235,"2024-02-25 09:59:30","2024-02-25 10:05:42"
235,37,2,178,235,67,2,67,628,91,4,"STOP",235,"2024-02-25 09:59:30","2024-02-25 10:05:42"
235,37,2,178,235,75,2,75,397,91,4,"STOP",235,"2024-02-25 09:59:30","2024-02-25 10:05:42"
235,37,2,178,235,5,2,5,1993,91,4,"STOP",235,"2024-02-25 09:59:30","2024-02-25 10:05:42"
235,37,2,178,235,77,2,77,968,91,4,"STOP",235,"2024-02-25 09:59:30","2024-02-25 10:05:42"
846,144,1,175,846,14,3,14,189,93,2,"STOP",846,"2024-02-18 16:41:48","2024-02-18 16:44:13"
846,144,1,175,846,61,1,61,943,93,2,"STOP",846,"2024-02-18 16:41:48","2024-02-18 16:44:13"
2083,125,3,177,2083,14,1,14,189,95,4,"STOP",2083,"2024-02-23 20:17:50","2024-02-23 20:21:00"
2083,125,3,177,2083,59,2,59,1779,95,4,"STOP",2083,"2024-02-23 20:17:50","2024-02-23 20:21:00"
2083,125,3,177,2083,13,1,13,486,95,4,"STOP",2083,"2024-02-23 20:17:50","2024-02-23 20:21:00"
1006,159,3,177,1006,79,2,79,1599,97,1,"STOP",1006,"2024-02-24 14:25:19","2024-02-24 14:26:21"
1006,159,3,177,1006,9,3,9,237,97,1,"STOP",1006,"2024-02-24 14:25:19","2024-02-24 14:26:21"
1006,159,3,177,1006,65,1,65,1830,97,1,"STOP",1006,"2024-02-24 14:25:19","2024-02-24 14:26:21"
1006,159,3,177,1006,59,1,59,1779,97,1,"STOP",1006,"2024-02-24 14:25:19","2024-02-24 14:26:21"
944,210,2,179,944,56,1,56,318,99,2,"STOP",944,"2024-02-27 09:49:31","2024-02-27 09:51:11"
944,210,2,179,944,91,2,91,1428,99,2,"STOP",944,"2024-02-27 09:49:31","2024-02-27 09:51:11"
186,50,2,169,186,87,2,87,982,101,3,"STOP",186,"2024-02-02 19:22:39","2024-02-02 19:25:44"
186,50,2,169,186,48,1,48,256,101,3,"STOP",186,"2024-02-02 19:22:39","2024-02-02 19:25:44"
186,50,2,169,186,7,1,7,1949,101,3,"STOP",186,"2024-02-02 19:22:39","2024-02-02 19:25:44"
186,50,2,169,186,69,2,69,1020,101,3,"STOP",186,"2024-02-02 19:22:39","2024-02-02 19:25:44"
186,50,2,169,186,91,2,91,1428,101,3,"STOP",186,"2024-02-02 19:22:39","2024-02-02 19:25:44"
1531,103,1,175,1531,96,1,96,464,103,1,"STOP",1531,"2024-02-05 02:06:18","2024-02-05 02:08:15"
1531,103,1,175,1531,33,2,33,1526,103,1,"STOP",1531,"2024-02-05 02:06:18","2024-02-05 02:08:15"
1531,103,1,175,1531,11,3,11,338,103,1,"STOP",1531,"2024-02-05 02:06:18","2024-02-05 02:08:15"
1822,63,3,170,1822,28,1,28,1789,107,3,"STOP",1822,"2024-02-03 02:32:30","2024-02-03 02:34:44"
1822,63,3,170,1822,28,1,28,1789,105,3,"STOP",1822,"2024-02-03 02:32:30","2024-02-03 02:34:44"
1822,63,3,170,1822,27,2,27,296,107,3,"STOP",1822,"2024-02-03 02:32:30","2024-02-03 02:34:44"
1822,63,3,170,1822,27,2,27,296,105,3,"STOP",1822,"2024-02-03 02:32:30","2024-02-03 02:34:44"
1007,47,3,175,1007,95,3,95,1491,108,2,"STOP",1007,"2024-02-09 03:58:14","2024-02-09 04:00:12"
1669,160,2,176,1669,67,2,67,628,110,3,"STOP",1669,"2024-02-11 15:31:56","2024-02-11 15:35:13"
1669,160,2,176,1669,20,3,20,1974,110,3,"STOP",1669,"2024-02-11 15:31:56","2024-02-11 15:35:13"
1669,160,2,176,1669,71,1,71,1378,110,3,"STOP",1669,"2024-02-11 15:31:56","2024-02-11 15:35:13"
1669,160,2,176,1669,35,2,35,1454,110,3,"STOP",1669,"2024-02-11 15:31:56","2024-02-11 15:35:13"
1669,160,2,176,1669,29,1,29,906,110,3,"STOP",1669,"2024-02-11 15:31:56","2024-02-11 15:35:13"
2188,106,2,175,2188,43,1,43,923,113,3,"STOP",2188,"2024-02-10 04:35:49","2024-02-10 04:39:27"
2188,106,2,175,2188,31,2,31,1044,113,3,"STOP",2188,"2024-02-10 04:35:49","2024-02-10 04:39:27"
2188,106,2,175,2188,49,1,49,728,113,3,"STOP",2188,"2024-02-10 04:35:49","2024-02-10 04:39:27"
2188,106,2,175,2188,40,2,40,641,113,3,"STOP",2188,"2024-02-10 04:35:49","2024-02-10 04:39:27"
2188,106,2,175,2188,18,3,18,1997,113,3,"STOP",2188,"2024-02-10 04:35:49","2024-02-10 04:39:27"
627,192,1,200,627,10,3,10,860,116,1,"STOP",627,"2024-02-01 09:25:06","2024-02-01 09:26:21"
627,192,1,200,627,42,1,42,1976,116,1,"STOP",627,"2024-02-01 09:25:06","2024-02-01 09:26:21"
629,124,1,176,629,0,1,0,928,118,3,"STOP",629,"2024-02-16 21:21:53","2024-02-16 21:21:53"
629,124,1,176,629,11,2,11,338,118,3,"STOP",629,"2024-02-16 21:21:53","2024-02-16 21:21:53"
629,124,1,176,629,39,3,39,1743,118,3,"STOP",629,"2024-02-16 21:21:53","2024-02-16 21:21:53"
1624,175,3,177,1624,43,2,43,923,120,3,"STOP",1624,"2024-02-08 02:17:53","2024-02-08 02:17:53"
1624,175,3,177,1624,73,3,73,1359,120,3,"STOP",1624,"2024-02-08 02:17:53","2024-02-08 02:17:53"
1624,175,3,177,1624,40,3,40,641,120,3,"STOP",1624,"2024-02-08 02:17:53","2024-02-08 02:17:53"
1284,304,1,177,1284,65,2,65,1830,123,2,"STOP",1284,"2024-02-23 18:52:41","2024-02-23 18:56:18"
1284,304,1,177,1284,44,2,44,1490,123,2,"STOP",1284,"2024-02-23 18:52:41","2024-02-23 18:56:18"
1284,304,1,177,1284,39,2,39,1743,123,2,"STOP",1284,"2024-02-23 18:52:41","2024-02-23 18:56:18"
1284,304,1,177,1284,51,1,51,300,123,2,"STOP",1284,"2024-02-23 18:52:41","2024-02-23 18:56:18"
1284,304,1,177,1284,42,2,42,1976,123,2,"STOP",1284,"2024-02-23 18:52:41","2024-02-23 18:56:18"
239,136,2,176,239,48,3,48,256,126,2,"STOP",239,"2024-02-17 15:12:56","2024-02-17 15:15:05"
239,136,2,176,239,98,2,98,1184,126,2,"STOP",239,"2024-02-17 15:12:56","2024-02-17 15:15:05"
239,136,2,176,239,16,3,16,750,126,2,"STOP",239,"2024-02-17 15:12:56","2024-02-17 15:15:05"
239,136,2,176,239,42,1,42,1976,126,2,"STOP",239,"2024-02-17 15:12:56","2024-02-17 15:15:05"
2062,33,3,176,2062,31,3,31,1044,128,1,"STOP",2062,"2024-02-12 20:51:59","2024-02-12 20:52:39"
2062,33,3,176,2062,26,1,26,1872,128,1,"STOP",2062,"2024-02-12 20:51:59","2024-02-12 20:52:39"
1341,184,3,179,1341,28,1,28,1789,130,1,"STOP",1341,"2024-02-27 02:22:05","2024-02-27 02:21:00"
1341,184,3,179,1341,75,3,75,397,130,1,"STOP",1341,"2024-02-27 02:22:05","2024-02-27 02:21:00"
1341,184,3,179,1341,25,1,25,1963,130,1,"STOP",1341,"2024-02-27 02:22:05","2024-02-27 02:21:00"
1341,184,3,179,1341,35,2,35,1454,130,1,"STOP",1341,"2024-02-27 02:22:05","2024-02-27 02:21:00"
1686,268,1,170,1686,55,2,55,1734,132,2,"STOP",1686,"2024-02-03 02:12:15","2024-02-03 02:17:55"
1686,268,1,170,1686,70,3,70,1066,132,2,"STOP",1686,"2024-02-03 02:12:15","2024-02-03 02:17:55"
1686,268,1,170,1686,38,1,38,653,132,2,"STOP",1686,"2024-02-03 02:12:15","2024-02-03 02:17:55"
1686,268,1,170,1686,63,3,63,903,132,2,"STOP",1686,"2024-02-03 02:12:15","2024-02-03 02:17:55"
1686,268,1,170,1686,39,2,39,1743,132,2,"STOP",1686,"2024-02-03 02:12:15","2024-02-03 02:17:55"
969,265,1,175,969,6,3,6,629,134,4,"STOP",969,"2024-02-06 08:58:44","2024-02-06 09:04:58"
969,265,1,175,969,75,1,75,397,134,4,"STOP",969,"2024-02-06 08:58:44","2024-02-06 09:04:58"
969,265,1,175,969,86,1,86,670,134,4,"STOP",969,"2024-02-06 08:58:44","2024-02-06 09:04:58"
610,73,3,175,610,7,2,7,1949,136,3,"STOP",610,"2024-02-05 07:59:38","2024-02-05 07:56:11"
610,73,3,175,610,46,2,46,344,136,3,"STOP",610,"2024-02-05 07:59:38","2024-02-05 07:56:11"
610,73,3,175,610,1,2,1,1533,136,3,"STOP",610,"2024-02-05 07:59:38","2024-02-05 07:56:11"
588,221,2,175,588,21,1,21,259,138,3,"STOP",588,"2024-02-10 05:10:12","2024-02-10 05:12:43"
121,93,3,180,121,95,1,95,1491,141,4,"STOP",121,"2024-02-07 05:45:56","2024-02-07 05:52:25"
121,93,3,180,121,53,3,53,396,141,4,"STOP",121,"2024-02-07 05:45:56","2024-02-07 05:52:25"
121,93,3,180,121,59,3,59,1779,141,4,"STOP",121,"2024-02-07 05:45:56","2024-02-07 05:52:25"
121,93,3,180,121,63,1,63,903,141,4,"STOP",121,"2024-02-07 05:45:56","2024-02-07 05:52:25"
121,93,3,180,121,45,2,45,567,141,4,"STOP",121,"2024-02-07 05:45:56","2024-02-07 05:52:25"
1429,183,2,176,1429,65,2,65,1830,144,4,"STOP",1429,"2024-02-17 21:08:43","2024-02-17 21:11:06"
1259,109,1,179,1259,61,3,61,943,146,4,"STOP",1259,"2024-02-28 17:11:42","2024-02-28 17:20:18"
1259,109,1,179,1259,93,3,93,1076,146,4,"STOP",1259,"2024-02-28 17:11:42","2024-02-28 17:20:18"
1259,109,1,179,1259,76,2,76,1273,146,4,"STOP",1259,"2024-02-28 17:11:42","2024-02-28 17:20:18"
1259,109,1,179,1259,80,3,80,414,146,4,"STOP",1259,"2024-02-28 17:11:42","2024-02-28 17:20:18"
1173,214,2,180,1173,81,3,81,1873,148,4,"STOP",1173,"2024-02-07 06:38:18","2024-02-07 06:45:20"
1173,214,2,180,1173,34,3,34,1850,148,4,"STOP",1173,"2024-02-07 06:38:18","2024-02-07 06:45:20"
1173,214,2,180,1173,97,1,97,761,148,4,"STOP",1173,"2024-02-07 06:38:18","2024-02-07 06:45:20"
1173,214,2,180,1173,17,3,17,1612,148,4,"STOP",1173,"2024-02-07 06:38:18","2024-02-07 06:45:20"
1173,214,2,180,1173,35,2,35,1454,148,4,"STOP",1173,"2024-02-07 06:38:18","2024-02-07 06:45:20"
1476,88,3,176,1476,9,2,9,237,150,4,"STOP",1476,"2024-02-11 08:13:14","2024-02-11 08:18:12"
1476,88,3,176,1476,37,3,37,1218,150,4,"STOP",1476,"2024-02-11 08:13:14","2024-02-11 08:18:12"
1476,88,3,176,1476,42,1,42,1976,150,4,"STOP",1476,"2024-02-11 08:13:14","2024-02-11 08:18:12"
1906,226,1,175,1906,85,2,85,1493,152,3,"STOP",1906,"2024-02-18 08:54:48","2024-02-18 09:00:48"
